date,p,tail,morning,afternoon,prior_high,prior_low,tail_volume,vr
2021-05-28,12.37,0.4874086108854536,-1.1146496815286677,-0.40257648953301306,12.59,12.31,8865173.0,1.5038520720204707
2021-05-31,12.38,0.08084074373484462,-0.40387722132472215,0.40551500405514584,12.41,12.28,4248339.0,0.6935544328586725
2021-06-01,12.43,0.24193548387096975,-0.16103059581320522,0.24193548387096975,12.45,12.32,5031509.0,0.81827773036461
2021-06-02,12.23,0.08183306055646877,-1.2882447665056418,-0.2446982055464897,12.42,12.22,6012453.0,0.9855322327495372
2021-06-03,12.26,-0.16286644951140072,0.654664484451728,-0.3252032520325243,12.34,12.16,4101162.0,0.6903396978478429
2021-06-04,12.21,-0.2450980392156854,0.24570024570023108,-0.2450980392156854,12.34,12.16,4019300.0,0.6742054679450676
2021-06-07,12.49,-0.08000000000000229,1.6353229762878119,0.48270313757039496,12.54,12.23,5934530.0,1.0106016507199205
2021-06-08,12.49,-0.1598721023181371,0.07961783439489611,-0.6364359586316648,12.66,12.42,5259200.0,0.872104394769715
2021-06-09,12.52,0.400962309542896,0.721732157177235,-0.31847133757962887,12.62,12.42,4491790.0,0.7295507886346589
2021-06-10,12.57,0.47961630695443347,0.1598721023181371,0.31923383878691425,12.59,12.43,6841224.0,1.1102110021537324
2021-06-11,12.56,0.07968127490038945,-0.5573248407643283,0.5604483586869602,12.59,12.45,6658900.0,1.043208123553416
2021-06-15,12.54,0.0,0.40000000000000036,-0.07968127490041166,12.82,12.47,4079820.0,0.6318236382248671
2021-06-16,12.3,-0.24330900243308973,-0.5600000000000049,-1.045856798069178,12.55,12.32,6881840.0,1.133902293542889
2021-06-17,12.43,0.08051529790660261,0.4061738424045336,0.5663430420711935,12.45,12.27,4703300.0,0.7494737565389326
2021-06-18,12.46,0.0,-0.08012820512820484,-0.0801924619085792,12.65,12.34,4214347.0,0.6598928517136398
2021-06-21,12.35,-0.16168148746967814,-0.08064516129031585,-0.32284100080710587,12.48,12.32,5033641.0,0.7803835353221019
2021-06-22,12.29,0.2446982055464897,-0.24252223120452276,-0.4051863857374438,12.47,12.23,3407300.0,0.5235491076401784
2021-06-23,12.55,0.0,1.8668831168831224,0.0,12.65,12.28,4573550.0,0.805882960589741
2021-06-24,12.66,0.0,0.07930214115781098,0.31695721077655836,12.69,12.52,5005440.0,0.9340895316186986
2021-06-25,12.62,0.07930214115781098,-0.7092198581560294,0.15873015873015817,12.81,12.53,2947958.0,0.5536893629198492
2021-06-28,12.59,0.5591054313099031,-0.7898894154818259,0.23885350318471055,12.71,12.5,3162121.0,0.6181403608941447
2021-06-29,12.42,-0.08045052292839916,-1.2718600953895098,0.0,12.62,12.4,4869400.0,1.0080767454991486
2021-06-30,12.39,0.16168148746968924,-0.5622489959839272,0.08077544426494665,12.49,12.34,2545900.0,0.5236926492499109
2021-07-01,12.32,-0.6451612903225823,-0.805152979066015,0.0,12.46,12.31,4102300.0,0.8659832133978705
2021-07-02,11.95,-0.5823627287853572,-2.11554109031733,-0.6650041562759723,12.3,12.0,10918862.0,2.352365924785192
2021-07-05,12.2,0.577081615828523,0.6694560669456173,1.413133832086455,12.15,11.95,6163482.0,1.2370170159227043
2021-07-06,12.2,0.411522633744843,-0.08203445447088065,0.16420361247946325,12.23,12.09,3011900.0,0.5917584971467874
2021-07-07,12.13,-0.24671052631578538,-0.41017227235438103,-0.08237232289950436,12.22,12.11,3333800.0,0.6743649824988855
2021-07-08,12.02,-0.41425020712511085,-0.4111842105263164,-0.7431874483897594,12.27,12.04,5354700.0,1.10466686007156
2021-07-09,11.98,0.08354218880535225,-0.6655574043261225,0.3350083752093891,12.1,11.91,2929400.0,0.5989993741423724
2021-07-12,11.98,-0.1666666666666594,0.4166666666666652,-0.5809128630705374,12.08,11.94,5082071.0,1.0824667428081851
2021-07-13,12.05,0.4166666666666652,0.08319467554076532,0.16625103906899863,12.12,11.97,4178855.0,0.9052867765962835
2021-07-14,11.62,-0.08598452278590907,-2.830974188176516,-0.42844901456727813,12.03,11.62,6311036.0,1.3657270279548404
2021-07-15,11.72,0.0,-0.34305317324185847,0.8605851979346157,11.77,11.41,5674620.0,1.2356362231929685
2021-07-16,11.49,-0.3469210754553309,-1.1092150170648574,-0.8628127696289845,11.77,11.52,8137500.0,1.7533807632077
2021-07-19,11.58,0.9590235396687019,-0.7826086956521761,1.4899211218229569,11.55,11.3,5900352.0,1.2197887212163057
2021-07-20,11.7,0.08554319931566301,2.0851433536055675,-0.42553191489361764,11.75,11.48,2747033.0,0.5628557741818617
2021-07-21,11.77,-0.25423728813560587,0.512820512820511,0.08503401360544505,11.83,11.67,3459314.0,0.7136264072677253
2021-07-22,11.73,-0.4244482173174746,0.7653061224489832,-1.0126582278480956,11.87,11.7,3749600.0,0.7825030841214605
2021-07-23,11.75,0.17050298380221207,0.0,0.42735042735042583,11.85,11.56,3168466.0,0.6700061674639652
2021-07-26,11.6,0.5199306759098743,-1.2722646310432406,-0.3436426116838587,11.83,11.47,3964455.0,0.8363766297451437
2021-07-27,11.26,-2.086956521739136,0.5249343832021136,-2.0017406440382968,11.57,11.29,5922600.0,1.238998180037067
2021-07-28,10.99,-0.09090909090908594,-2.4822695035460973,-0.09090909090908594,11.4,10.95,6958448.0,1.4398341106688544
2021-07-29,10.92,-0.8174386920980936,-0.2714932126696934,-0.9074410163339319,11.17,10.97,9359375.0,1.85208007923791
2021-07-30,11.21,-0.3555555555555534,2.2810218978102093,0.0,11.33,10.72,4722500.0,0.8883068710211999
2021-08-02,11.83,0.08460236886631556,5.43672014260248,0.0,11.94,11.18,7329567.0,1.4640173949922675
2021-08-03,11.82,-0.16891891891891442,-0.25316455696201556,0.0,11.92,11.73,5778400.0,1.1408986088950446
2021-08-04,11.93,0.5054759898904804,0.593723494486853,0.590219224283306,11.91,11.73,8409291.0,1.616206408766028
2021-08-05,11.85,0.08445945945945166,-0.8347245409014992,-0.2525252525252597,12.18,11.82,6183946.0,1.133238583815806
2021-08-06,11.86,1.6281062553556103,-0.591715976331364,0.8503401360544283,11.92,11.67,6894680.0,1.2539563180456899
2021-08-09,12.02,-0.16611295681062677,2.203389830508473,-0.3316749585406398,12.14,11.73,3672430.0,0.6446698884508493
2021-08-10,12.14,0.7468879668049766,0.24896265560165887,0.4966887417218624,12.1,11.87,8783500.0,1.5611993153225183
2021-08-11,11.78,-0.2540220152413286,-2.614379084967322,-1.1744966442953086,12.3,11.8,9698100.0,1.6559957385784791
2021-08-12,11.74,0.08525149190110604,0.08503401360544505,-0.2548853016142716,11.9,11.68,3278360.0,0.5440621313789498
2021-08-13,11.84,0.3389830508474523,0.5110732538330609,0.3389830508474523,11.96,11.63,3287500.0,0.5566471342362057
2021-08-16,12.28,0.2448979591836764,3.3698399326032025,0.08149959250203231,12.3,11.87,10592078.0,1.8702697605006722
2021-08-17,12.03,-0.3314001657000909,-0.7334963325183352,-1.2315270935960632,12.36,12.0,7227744.0,1.225460473799501
2021-08-18,12.27,0.738916256157629,0.4995836802664577,1.657000828500399,12.24,11.94,11990625.0,1.9586067188273564
2021-08-19,11.87,-0.08417508417509767,-2.2950819672131084,-0.4194630872483285,12.2,11.83,6467217.0,0.9875749842532734
2021-08-20,11.84,0.16920473773265332,-0.42087542087542174,0.08453085376161074,11.94,11.76,3413490.0,0.5106602337799975
2021-08-23,12.06,0.24937655860350905,0.2508361204013321,0.5838198498749003,12.11,11.85,5065000.0,0.7563409482257668
2021-08-24,12.04,-0.16583747927032544,-0.9876543209876631,0.08312551953448821,12.2,11.98,2800276.0,0.4147486340396673
2021-08-25,11.95,0.08375209380233617,-0.9143807148794592,0.251677852348986,12.08,11.86,3629938.0,0.550355312350282
2021-08-26,11.71,-0.7627118644067732,-1.5050167224080369,-0.5942275042444711,11.99,11.75,9726273.0,1.512827679041945
2021-08-27,11.63,-0.17167381974249052,0.42771599657827064,-0.9369676320272524,11.85,11.64,5637200.0,0.8743171771987814
2021-08-30,11.48,0.26200873362447474,-1.7872340425531985,-0.5199306759098632,11.76,11.45,3436962.0,0.5293105492165883
2021-08-31,11.47,0.34995625546807574,-1.300954032957491,0.7908611599297011,11.61,11.33,4036150.0,0.6407959927289186
2021-09-01,11.67,-0.17108639863130382,1.8292682926829285,-0.17108639863130382,11.75,11.46,3557574.0,0.5727364140732939
2021-09-02,11.78,0.2553191489361728,0.3415883859948732,0.2553191489361728,11.88,11.68,2757350.0,0.46194875259638324
2021-09-03,12.0,0.08340283569641116,2.033898305084736,-0.33222591362125353,12.15,11.72,4458226.0,0.7689748884730307
2021-09-06,12.06,0.08298755186721962,0.24979184013320666,0.16611295681063787,12.15,11.93,5136872.0,0.9050481547564844
2021-09-07,12.17,0.24711696869850197,0.24896265560165887,0.7450331125827825,12.2,11.96,7556344.0,1.3143703970158054
2021-09-08,12.2,-0.16366612111293755,0.24650780608053147,0.0,12.34,12.13,4031493.0,0.7088135015431072
2021-09-09,12.17,0.16460905349793276,-0.5718954248365993,0.0,12.25,12.06,3648641.0,0.6751324529633034
2021-09-10,12.2,0.16420361247946325,0.16433853738702098,0.08203445447088065,12.3,12.13,4981320.0,0.9185801116872607
2021-09-13,12.16,0.0,-0.24549918166940632,-0.24610336341263084,12.28,12.12,3923643.0,0.7124131575545094
2021-09-14,11.92,-0.5008347245409106,0.08250825082509738,-1.7312448474855802,12.23,11.98,6812800.0,1.3167077844723607
2021-09-15,11.79,0.0848896434634927,-0.4191114836546439,-0.757575757575768,11.99,11.76,4397157.0,0.8532585969914015
2021-09-16,11.73,0.08532423208191808,0.08474576271186862,-0.6773920406435208,12.0,11.7,4140900.0,0.8674410225887224
2021-09-17,11.73,0.1707941929974366,-0.7659574468085073,0.6003430531732468,11.82,11.6,2611544.0,0.5607323747837692
2021-09-22,11.69,-0.25597269624574315,0.1712328767123239,-0.08547008547008517,11.73,11.62,2160800.0,0.4679808298089754
2021-09-23,12.06,0.24937655860350905,0.4170141784820558,0.16611295681063787,12.26,11.98,4030725.0,0.9013101675226398
2021-09-24,11.83,-0.5046257359125339,-1.0833333333333361,-0.33698399326030914,12.08,11.82,4000801.0,0.8824785783716572
2021-09-27,11.84,-0.33670033670034627,-0.9243697478991675,0.4240882103477617,11.99,11.77,3890550.0,0.8546641949347435
2021-09-28,11.8,-0.2535925612848655,0.42337002540220325,-0.5059021922428242,11.88,11.75,2426510.0,0.5695561442496567
2021-09-29,11.87,-0.08417508417509767,1.2711864406779627,-0.6694560669456062,11.99,11.59,5099400.0,1.2438112803102166
2021-09-30,11.64,-0.08583690987123971,-1.520270270270263,-0.17152658662091813,11.89,11.63,8119052.0,1.9409917426499066
2021-10-08,12.13,0.41390728476822236,2.640545144804096,0.663900414937757,12.18,11.72,5511262.0,1.256246887027562
2021-10-11,12.14,-0.3284072249589376,0.660066006600668,-0.4918032786885185,12.25,12.08,4844511.0,1.0802140444453165
2021-10-12,11.87,-0.08417508417509767,-1.4790468364831555,-1.0008340283569672,12.17,11.86,5334400.0,1.1623995937964287
2021-10-13,11.87,0.0843170320404596,-0.8417508417508546,0.7640067911714787,11.91,11.76,2799100.0,0.6041740807463085
2021-10-14,11.87,-0.25210084033614466,-0.4212299915753892,0.4230118443316222,11.9,11.78,2321200.0,0.5139892622700737
2021-10-15,11.72,-0.4248088360237823,-0.7588532883642474,-0.4248088360237823,11.9,11.72,4720971.0,1.1096964477354854
2021-10-18,11.57,-0.3445305770887086,-1.861252115059231,-0.2586206896551646,11.82,11.57,5575800.0,1.3000947464040546
2021-10-19,11.64,0.25839793281654533,-0.5163511187607495,0.6920415224913601,11.67,11.49,2676239.0,0.6102997401007493
2021-10-20,11.61,0.2590673575129543,0.17167381974247942,-0.5141388174807249,11.73,11.56,2744900.0,0.6428535587719831
2021-10-21,11.46,0.08733624454149158,-0.4310344827586077,-0.7792207792207795,11.62,11.45,7108906.0,1.6882028775061175
2021-10-22,11.53,0.435540069686402,-0.3481288076588429,0.6986899563318882,11.56,11.42,2906895.0,0.6879025866355506
2021-10-25,11.38,0.3527336860670305,-0.9581881533101133,0.08795074758136678,11.48,11.32,2603390.0,0.627138029409307
2021-10-26,11.44,0.0,0.08756567425569628,0.08748906386701893,11.51,11.37,1754054.0,0.4305116023722865
2021-10-27,11.28,0.3558718861209842,-2.1815008726003504,0.6244424620874156,11.47,11.07,3172000.0,0.7868091300517853
2021-10-28,11.16,-0.2680965147452974,0.6289308176100405,-0.35714285714284477,11.3,11.13,2727300.0,0.668122918056548
2021-10-29,11.35,0.26501766784452485,0.9812667261373642,0.26501766784452485,11.33,11.17,3493813.0,0.8697866534898803
2021-11-01,11.45,-0.08726003490402423,1.2389380530973382,0.08741258741258306,11.53,11.29,3855300.0,0.9658744285828582
2021-11-02,11.37,0.7978723404255206,-0.7826086956521761,-0.35056967572305586,11.63,11.25,3157800.0,0.7914781330354734
2021-11-03,11.5,0.5244755244755206,0.8787346221441172,0.17421602787455193,11.65,11.38,2226700.0,0.5530367578202067
2021-11-04,11.6,0.17271157167528806,0.694444444444442,0.0,11.62,11.46,4058400.0,1.0452574937517702
2021-11-05,11.7,-0.5102040816326592,1.7241379310344973,-0.8474576271186529,11.82,11.54,4047600.0,1.0999968054001268
2021-11-08,11.66,0.1718213058419238,-0.25684931506848585,0.08583690987125081,11.73,11.57,2289239.0,0.6347599842222185
2021-11-09,11.6,0.0,-0.9442060085837034,0.5199306759098743,11.69,11.46,2883080.0,0.8287807830300762
2021-11-10,11.52,0.5235602094240788,-1.376936316695343,0.5235602094240788,11.65,11.38,2437368.0,0.7262426785745332
2021-11-11,11.72,0.17094017094019254,1.822916666666674,-0.08525149190110604,11.78,11.46,4219900.0,1.2641820357422988
2021-11-12,11.72,0.17094017094019254,-0.25553662691651935,0.08539709649870719,11.78,11.65,2956755.0,0.8612787232909923
2021-11-15,11.85,-0.16849199663016012,0.6825938566553003,0.4237288135593209,11.9,11.7,7521963.0,2.2488717055881793
2021-11-16,11.83,0.08460236886631556,0.2527379949452513,-0.588235294117645,11.94,11.81,4286960.0,1.2454561995811777
2021-11-17,11.74,-0.170068027210879,-0.2544529262086481,-0.170068027210879,11.84,11.72,4537654.0,1.2881488662907539
2021-11-18,11.62,-0.34305317324185847,-1.1925042589437829,0.17241379310344307,11.78,11.59,3976100.0,1.1007255207161035
2021-11-19,11.89,-0.3352891869237151,1.982758620689662,0.5071851225697532,11.96,11.56,5859900.0,1.6957625368727935
2021-11-22,11.87,0.16877637130801038,-0.5033557046979942,0.0843170320404596,11.96,11.82,4084722.0,1.133617250005398
2021-11-23,11.73,-0.25510204081632404,-0.3372681281618828,-0.761421319796951,11.93,11.73,7412440.0,2.0157122677907866
2021-11-24,11.71,-0.42517006802720303,-0.25553662691651935,0.0,11.78,11.65,3434608.0,0.8672705662978776
2021-11-25,11.63,-0.0859106529209619,-0.596252129471897,-0.3427592116538092,11.77,11.63,4432000.0,1.1154231129309777
2021-11-26,11.16,-0.6233303650934996,-3.267411865864156,-0.8000000000000007,11.64,11.2,12479700.0,3.074866596736409
2021-11-29,10.97,-0.09107468123861207,-0.7213706041478862,-0.3633060853769243,11.16,10.96,8162400.0,1.8106841076854372
2021-11-30,11.13,0.36068530207395977,1.3623978201634968,-0.26881720430107503,11.17,11.01,4928637.0,1.0434810610699554
2021-12-01,11.24,0.0,0.7155635062611854,-0.1776198934280604,11.3,11.11,3131055.0,0.6507026269947733
2021-12-02,11.23,-0.2664298401420906,0.4460303300624302,-0.2664298401420906,11.33,11.15,3985640.0,0.8205930131229225
2021-12-03,11.24,-0.2661934338952898,0.17873100983021306,0.267618198037467,11.27,11.09,3587060.0,0.739084005073118
2021-12-06,11.28,-0.5291005291005346,1.426024955436711,-0.8787346221441283,11.42,11.14,3422000.0,0.7084359494973774
2021-12-07,11.33,0.17683465959328348,0.26501766784452485,-0.17621145374449032,11.38,11.25,3846448.0,0.7870780197516385
2021-12-08,11.57,0.7839721254355281,0.8795074758135568,0.8718395815169977,11.49,11.31,8852187.0,1.793696077669533
2021-12-09,11.78,0.1700680272108901,2.0000000000000018,0.4262574595055302,11.8,11.48,9853795.0,1.8748041072915214
2021-12-10,11.92,-0.08382229673092878,1.8723404255319265,-0.41771094402673903,12.02,11.7,12003333.0,2.167605171712257
2021-12-13,11.97,0.0,1.3468013468013407,-0.5813953488371992,12.05,11.78,8718601.0,1.455543028790937
2021-12-14,11.97,-0.08347245409014992,0.4180602006688794,-0.33305578684429404,12.08,11.91,3857366.0,0.6376062397165376
2021-12-15,11.89,-0.251677852348986,-0.08382229673092878,-0.251677852348986,12.0,11.86,5771687.0,0.9574347571612564
2021-12-16,12.06,0.16611295681063787,1.090604026845643,0.08298755186721962,12.12,11.89,5231660.0,0.8590597352887933
2021-12-17,12.12,-0.16474464579901982,0.9136212624584861,-0.24691358024692134,12.23,12.0,6990725.0,1.136192990531675
2021-12-20,12.14,0.24772914946327163,0.16474464579900872,-0.1644736842105199,12.24,12.02,7115344.0,1.1459166625975037
2021-12-21,12.15,1.4190317195325486,-0.9090909090909038,1.334445371142623,12.12,11.91,24828129.0,3.9032818383588457
2021-12-22,11.92,-0.16750418760468344,-0.24999999999999467,-0.41771094402673903,12.02,11.81,5089406.0,0.7037713375031005
2021-12-23,12.0,0.4184100418409997,0.33670033670032407,0.6711409395973256,12.03,11.85,6267612.0,0.8568915334771012
2021-12-24,11.99,0.2508361204013321,0.0,-0.08333333333333526,12.05,11.85,3744335.0,0.5055717795206186
2021-12-27,12.05,0.5843071786310494,0.16694490818029983,0.4166666666666652,12.12,11.96,2757175.0,0.3956131765693059
2021-12-28,12.01,-0.08319467554076532,-0.33112582781458233,-0.2491694352159457,12.1,11.96,3625225.0,0.5411502625404816
2021-12-29,11.87,-0.25210084033614466,-0.9999999999999898,-0.08417508417509767,12.05,11.85,4292400.0,0.6470363841067188
2021-12-30,11.89,0.0,0.25188916876572875,-0.41876046901171415,11.98,11.86,3890800.0,0.5814100835289099
2021-12-31,11.92,0.4212299915754114,-0.6711409395973145,0.6756756756756799,11.95,11.78,3391742.0,0.5071942422375284
2022-01-04,12.04,-0.08298755186723072,0.16764459346185756,0.7531380753138084,12.09,11.85,6956163.0,1.041731870100757
2022-01-05,12.14,0.24772914946327163,0.9975062344139696,-0.08230452674896638,12.19,12.01,6181633.0,0.9018743256011984
2022-01-06,11.87,-0.1682085786375187,-1.813685078318228,-0.3358522250209939,12.17,11.87,9464367.0,1.3576837321783484
2022-01-07,11.84,-0.5042016806722782,-0.0838926174496657,-0.5877413937867337,11.95,11.86,6025763.0,0.8606296563363194
2022-01-10,11.98,0.08354218880535225,1.5241320914479273,-0.08340283569641116,12.05,11.74,4066702.0,0.597151029915788
2022-01-11,11.83,-0.2529510961214121,-0.25146689019278634,-0.588235294117645,11.99,11.84,6063772.0,0.9454933537574229
2022-01-12,11.84,-0.1686340640809414,-0.16877637130801038,0.08453085376161074,11.88,11.8,3142874.0,0.5004098095527588
2022-01-13,11.5,-0.2601908065914982,-2.360876897133213,-0.6908462867012077,11.89,11.48,8651000.0,1.3852957873925336
2022-01-14,11.34,0.08826125330978485,-1.2205754141238034,0.08826125330978485,11.48,11.3,10122589.0,1.5844170242230229
2022-01-17,11.43,-0.17467248908296096,0.8818342151675429,-0.08741258741258306,11.49,11.34,3661177.0,0.5519316992140879
2022-01-18,11.77,0.426621160409546,2.9694323144104695,-0.16963528413910245,11.95,11.41,6004830.0,0.9285469611578351
2022-01-19,11.66,0.1718213058419238,-0.5119453924914752,0.0,11.79,11.62,5201800.0,0.8113379938034291
2022-01-20,11.76,-0.3389830508474634,0.08554319931566301,0.512820512820511,11.87,11.62,3948217.0,0.7271026473746439
2022-01-21,11.59,-0.2581755593803692,-0.6831767719897575,-0.34393809114360296,11.76,11.56,3442128.0,0.6406332332826256
2022-01-24,11.44,-0.17452006980803736,-0.08658008658010141,-0.8665511265164572,11.64,11.45,8299479.0,1.5863723285963323
2022-01-25,11.31,-0.35242290748898064,-0.865051903114189,-1.308900523560208,11.56,11.32,6688900.0,1.2251872967370334
2022-01-26,11.27,0.5352363960749118,-0.7073386383731228,0.3561887800534125,11.38,11.16,4058000.0,0.7174582748199524
2022-01-27,11.08,-0.4492362982929099,-1.1555555555555652,-0.3597122302158251,11.27,11.07,4566390.0,0.8042651933608242
2022-01-28,11.08,-0.4492362982929099,-0.08976660682226134,-0.4492362982929099,11.2,11.07,12476320.0,2.1921292244954915
2022-02-07,11.15,0.0,-0.35714285714284477,-0.08960573476702871,11.24,11.08,3098593.0,0.5062487784265842
2022-02-08,11.27,0.0888099467140302,0.2690582959641308,0.805008944543828,11.29,11.14,5950424.0,0.9745152371673739
2022-02-09,11.35,0.08818342151675207,0.35366931918654476,0.0,11.43,11.29,6043600.0,0.9979939884881931
2022-02-10,11.39,-0.26269702276706663,0.0,0.17590149516271136,11.42,11.31,4593800.0,0.7594506142390377
2022-02-11,11.34,-0.17605633802816323,-0.35056967572305586,-0.26385224274405594,11.42,11.26,3599474.0,0.6200304724053096
2022-02-14,11.22,0.0892060660124816,-0.3549245785270605,-0.08904719501335867,11.3,11.18,3621802.0,0.6371920833369655
2022-02-15,11.23,0.0,0.3561887800534125,-0.3549245785270605,11.31,11.2,4097604.0,0.7237334542239258
2022-02-16,11.28,0.1776198934280604,-0.1769911504424848,0.0,11.36,11.25,2853100.0,0.5128292649989731
2022-02-17,11.23,0.08912655971480277,0.1777777777777656,-0.3549245785270605,11.29,11.21,2567300.0,0.462663161277921
2022-02-18,11.26,0.0888888888888939,-0.3558718861210064,0.5357142857142838,11.27,11.18,2993800.0,0.57081556966676
2022-02-21,11.4,0.35211267605634866,0.6211180124223725,0.5291005291005346,11.39,11.23,4302500.0,0.880156193817165
2022-02-22,11.25,0.17809439002671734,-0.970017636684295,0.17809439002671734,11.34,11.19,2310665.0,0.4696088870199363
2022-02-23,11.34,0.3539823008849474,0.4436557231588312,0.17667844522968323,11.35,11.25,5995791.0,1.2660847569822278
2022-02-24,11.17,0.17937219730941312,-0.5305039787798504,-0.7111111111111068,11.33,11.09,8734845.0,1.829135849272846
2022-02-25,11.18,-0.17857142857142794,-0.08928571428571397,-0.08936550491509543,11.28,11.18,4462245.0,0.8898283221171168
2022-02-28,11.12,0.09000900090008201,-0.6261180679785316,0.09000900090008201,11.2,11.0,2628700.0,0.5189181361286492
2022-03-01,11.17,0.2692998204667729,-0.08960573476702871,0.17937219730941312,11.21,11.1,3247670.0,0.6791173500716245
2022-03-02,11.22,0.3577817531305927,-0.2690582959641308,0.899280575539585,11.2,11.08,3730059.0,0.8091004092150393
2022-03-03,11.18,-0.08936550491509543,-0.6233303650934996,0.17921146953405742,11.28,11.15,2678000.0,0.5829680041776907
2022-03-04,11.12,0.18018018018017834,-0.3593890386343279,0.27051397655544207,11.17,11.07,5851426.0,1.300514971769256
2022-03-07,10.82,0.18518518518517713,-2.436823104693142,0.09250693802034249,11.09,10.77,6383883.0,1.5316161084534594
2022-03-08,10.6,-0.7490636704119868,-1.392757660167132,-0.18832391713746732,10.84,10.57,7534928.0,1.7392304712212425
2022-03-09,10.47,2.9498525073746285,-1.5051740357478804,0.0,10.68,10.0,12848624.0,2.9124901769433196
2022-03-10,10.37,-0.28846153846154854,-1.1374407582938506,-0.5752636625119933,10.56,10.36,2953587.0,0.6215708335862195
2022-03-11,10.28,1.0816125860373615,-1.9550342130987386,2.4925224327019047,10.23,10.0,8475235.0,1.81490314954913
2022-03-14,10.2,-0.6815968841285325,1.6748768472906406,-1.1627906976744318,10.33,10.11,3066776.0,0.6241418440397589
2022-03-15,9.78,-2.0040080160320772,-1.2757605495583801,-2.7833001988071704,10.24,9.98,11633800.0,2.381127376560605
2022-03-16,9.87,0.304878048780477,-2.741116751269035,3.0271398747390377,9.92,9.42,5738933.0,1.090503187303073
2022-03-17,10.11,-0.19743336623890828,1.6000000000000014,-0.49212598425197873,10.19,9.97,5326600.0,0.9851416190088427
2022-03-18,10.23,0.0,0.3960396039603964,0.8875739644970349,10.24,10.06,7994816.0,1.4418314432838581
2022-03-21,10.13,0.49603174603174427,-1.2720156555773077,0.3964321110009994,10.26,10.05,4218300.0,0.7279263805736926
2022-03-22,10.17,0.19704433497536034,0.09871668311944859,0.2958579881656709,10.21,10.1,5074076.0,0.8762390236149528
2022-03-23,10.41,0.28901734104045396,-1.5311004784689053,1.1661807580175099,10.51,10.26,7177871.0,1.2106551305249846
2022-03-24,10.38,-0.2881844380403398,-0.09596928982725794,-0.2881844380403398,10.55,10.36,4627400.0,0.7727764778022487
2022-03-25,10.19,-0.7789678675754641,-1.6361886429258843,-0.29354207436400603,10.4,10.2,4194672.0,0.7253896699840606
2022-03-28,10.23,0.0,0.5946481665014991,0.7881773399014858,10.26,9.98,2845122.0,0.4931513146260952
2022-03-29,10.09,-0.29644268774703386,-1.5625,0.09920634920634885,10.25,10.07,2753200.0,0.4763248537578721
2022-03-30,10.17,-0.19627085377821318,0.39525691699606735,0.09842519685039353,10.22,10.08,5209500.0,0.9051553877013612
2022-03-31,10.16,0.0,0.39408866995072067,-0.2944062806673142,10.23,10.14,3537445.0,0.6068348299170775
2022-04-01,10.2,0.09813542688910104,0.5958291956305928,0.6910167818361179,10.19,10.02,5054040.0,0.8606562422959402
2022-04-06,10.17,-0.09823182711198308,0.39408866995072067,-0.19627085377821318,10.27,10.11,4623043.0,0.7926429904024394
2022-04-07,10.07,-0.1982160555004886,-0.4916420845624492,-0.49407114624504533,10.21,10.06,4126100.0,0.7182823531181263
2022-04-08,10.14,-0.09852216748768017,0.0,0.7952286282306265,10.16,9.94,3796700.0,0.6811498545826601
2022-04-11,9.95,-0.10040160642571516,-0.6923837784371889,-0.8964143426294813,10.12,9.95,6528207.0,1.2747016378928038
2022-04-12,10.04,-0.09950248756220859,-1.4098690835851024,2.5536261491317713,10.12,9.75,4007600.0,0.7561378465180547
2022-04-13,10.03,-0.19900497512439497,0.0,0.29999999999998916,10.08,9.95,3020000.0,0.5948734456481319
2022-04-14,10.09,-0.29644268774703386,-0.39486673247779436,0.0,10.16,10.05,2673401.0,0.5268437937015349
2022-04-15,10.07,0.0,0.0,0.29880478087651596,10.08,9.97,1960300.0,0.4237248477001736
2022-04-18,9.97,0.10040160642570406,-0.5000000000000115,0.20100502512563345,10.01,9.92,1922461.0,0.43323849255501445
2022-04-19,9.9,-0.30211480362537513,0.10020040080160886,-0.9009009009009028,10.03,9.93,4708700.0,1.1034603454381358
2022-04-20,9.88,-0.10111223458038054,0.20140986908359082,-0.7035175879396838,10.01,9.87,3382547.0,0.8244269447108342
2022-04-21,9.76,-1.1144883485308954,0.6079027355623046,-1.7119838872104776,10.04,9.82,5632770.0,1.3869994090914715
2022-04-22,9.74,-0.8146639511201648,-0.5117707267144223,0.2057613168724215,9.88,9.68,3785100.0,0.9256664368539329
2022-04-25,9.15,-2.5559105431309903,-2.083333333333326,-2.659574468085102,9.66,9.38,9995156.0,2.5501650067507518
2022-04-26,9.22,-0.6465517241379226,2.72628135223556,-2.123142250530774,9.43,9.06,7470054.0,1.7837643373499499
2022-04-27,9.38,0.5359056806002238,1.8701870187018743,1.2958963282937441,9.38,9.09,4550438.0,1.0456997347832184
2022-04-28,9.39,0.643086816720273,0.6444683136412221,0.2134471718249875,9.42,9.27,3197578.0,0.7206884560426039
2022-04-29,9.52,-0.7299270072992692,-0.7399577167019111,1.3844515441959526,9.68,9.33,11585876.0,2.5982794119922663
2022-05-05,9.56,0.10471204188482464,0.5230125523012497,-0.520291363163361,9.65,9.54,6467413.0,1.353616810215117
2022-05-06,9.18,-0.8639308855291628,-1.8027571580063628,-0.8639308855291628,9.45,9.22,7009125.0,1.4233534486473427
2022-05-09,9.19,0.10893246187364536,-0.21762785636560977,0.21810250817884125,9.27,9.15,2081598.0,0.41448521692032786
