scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,48,-163.02801564999936,2023-03-03,2023-03-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,49,29.420231650005007,2023-03-14,2023-04-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,5,-428.6742239000014,2020-04-03,2020-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,50,-97.97190524999678,2023-04-21,2023-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,51,-670.6147929000035,2023-05-26,2023-06-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,52,623.8251087000026,2023-06-12,2023-07-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,53,195.13713185000233,2023-07-14,2023-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,54,319.7466919000035,2023-08-07,2023-08-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,55,-1213.6877357999983,2023-08-23,2023-09-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,56,381.48106730000654,2023-09-07,2023-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,57,-239.41797849999784,2023-09-25,2023-10-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,58,-72.39112019999811,2023-10-31,2023-11-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,59,-104.53407035000055,2023-11-20,2023-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,6,-143.26990909999586,2020-04-15,2020-05-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,60,-162.78656314999898,2023-11-29,2023-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,61,-53.70310259999678,2023-12-11,2023-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,62,-32.1123624999982,2023-12-20,2024-01-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,63,-344.2911535999938,2024-01-12,2024-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,64,722.2874263000049,2024-02-20,2024-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,65,1149.1790989000037,2024-02-28,2024-03-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,66,161.33827855000345,2024-03-19,2024-04-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,67,-827.6620738999954,2024-04-29,2024-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,68,230.2949564000046,2024-05-20,2024-06-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,69,-17.264167350000207,2024-06-07,2024-07-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,7,-184.08419569999387,2020-05-20,2020-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,70,709.7563100500083,2024-07-02,2024-07-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,71,994.1019977000033,2024-08-01,2024-08-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,72,122.54719889999978,2024-08-09,2024-08-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,73,171.18707415000972,2024-08-26,2024-09-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,74,-866.6122581499912,2024-09-25,2024-11-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,75,831.9032296500118,2024-11-08,2024-11-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,76,353.73000200000024,2024-11-20,2024-11-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,77,-43.206537499998376,2024-11-28,2024-12-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,78,-64.35655009999755,2024-12-06,2024-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,79,-202.39086284999212,2024-12-20,2025-01-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,8,-720.7323172999895,2020-06-17,2020-07-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,80,310.46945075002077,2025-01-08,2025-02-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,81,364.9357045500001,2025-02-24,2025-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,82,-346.4339560999979,2025-03-05,2025-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,83,38.87072790000093,2025-03-25,2025-04-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,84,272.8633915499995,2025-04-10,2025-04-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,85,-1301.3101530499844,2025-04-22,2025-05-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,86,90.07177335000233,2025-05-30,2025-06-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,87,-183.65253799999846,2025-06-19,2025-07-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,88,-278.47473789999276,2025-07-04,2025-07-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,89,1080.4392712310364,2025-07-29,2025-09-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,9,-29.13925489999383,2020-07-30,2020-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,90,54.3892036320176,2025-09-11,2025-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,91,1944.439849988994,2025-09-23,2025-10-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,92,8875.465377552056,2025-10-16,2025-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,93,-127.10570495401043,2025-12-01,2025-12-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,94,1084.0128017399984,2025-12-10,2025-12-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,95,-1391.7448840590077,2025-12-18,2026-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,96,1390.8955221330107,2026-01-12,2026-01-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,97,-720.0980170739931,2026-02-02,2026-02-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,98,1547.3026574550022,2026-02-26,2026-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,99,-4378.297753952938,2026-03-10,2026-05-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,2,-217.06070068999725,2020-02-28,2021-07-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,24,-267.75709377998646,2021-07-07,2021-11-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,27,26.090070650001508,2021-11-17,2021-12-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,28,-5.252369659996475,2021-12-29,2022-01-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,29,-17.399734129996432,2022-01-21,2022-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,30,22.05181088000245,2022-03-10,2022-05-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,33,-25.555124959999375,2022-05-06,2022-05-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,34,-186.40703028999997,2022-05-24,2022-08-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,37,41.29679550000219,2022-08-12,2022-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,38,-58.6754801499992,2022-08-29,2022-09-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,39,-256.2110154499951,2022-09-13,2022-10-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,40,-1137.197609824998,2022-10-19,2025-04-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,69,27.801780350004265,2025-04-14,2025-04-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,70,-4966.398021805006,2025-04-24,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_paid_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,2,-69.9712589699975,2020-02-28,2022-03-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,30,-60.841080229998624,2022-03-15,2022-10-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,40,39.07241035500192,2022-10-19,2022-11-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,41,-5902.601685685006,2022-11-18,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_0_locked_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,10,222.96650420000697,2020-08-19,2020-09-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,11,-224.71620649999568,2020-09-22,2020-10-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,12,218.55017370000678,2020-10-19,2020-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,13,-9.638729699998294,2020-11-11,2020-11-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,14,-8.72095470000022,2020-11-25,2020-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,15,-100.10699949999253,2020-12-09,2021-01-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,16,-675.1356847999923,2021-01-19,2021-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,17,221.91406950001328,2021-02-22,2021-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,18,-365.01399249999304,2021-03-25,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,19,1.793480800004545,2021-04-20,2021-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,2,-366.6167453999951,2020-02-28,2020-04-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,20,24.557206000003134,2021-04-30,2021-05-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,21,-83.86839509999663,2021-05-17,2021-06-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,22,-34.9226899999976,2021-06-02,2021-06-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,23,-10.81353439999657,2021-06-15,2021-06-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,24,-286.05584855998495,2021-06-29,2021-12-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,28,7.754390470003273,2021-12-29,2022-01-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,29,-3.392453989996284,2022-01-21,2022-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,3,-28.445824899996296,2020-04-09,2020-04-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,30,22.05181088000245,2022-03-10,2022-05-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,33,-25.555124959999375,2022-05-06,2022-05-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,34,-186.40703028999997,2022-05-24,2022-08-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,37,41.29679550000219,2022-08-12,2022-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,38,-58.6754801499992,2022-08-29,2022-09-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,39,-256.2110154499951,2022-09-13,2022-10-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,4,-147.04042569999547,2020-04-17,2020-05-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,40,-1137.1976098249943,2022-10-19,2025-04-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,5,-245.0535662999955,2020-05-07,2020-06-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,6,-84.37914389999241,2020-06-04,2020-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,69,27.80178034999699,2025-04-14,2025-04-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,7,54.33971640000527,2020-07-10,2020-07-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,70,-4966.398021805006,2025-04-24,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,8,-138.05497560000003,2020-07-24,2020-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,9,-258.99372219999896,2020-08-11,2020-08-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_paid_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,10,222.96650420000697,2020-08-19,2020-09-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,11,-224.71620649999568,2020-09-22,2020-10-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,12,218.55017370000678,2020-10-19,2020-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,13,-9.638729699998294,2020-11-11,2020-11-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,14,-8.72095470000022,2020-11-25,2020-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,15,-100.10699949999253,2020-12-09,2021-01-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,16,-675.1356847999923,2021-01-19,2021-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,17,221.91406950001328,2021-02-22,2021-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,18,-297.9765517799933,2021-03-25,2021-05-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,2,-366.6167453999951,2020-02-28,2020-04-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,20,1.5916054400040593,2021-05-07,2021-06-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,22,16.106430560001172,2021-06-02,2021-07-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,24,-46.91357461000007,2021-07-16,2021-12-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,28,7.754390470003273,2021-12-29,2022-01-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,29,-3.392453989996284,2022-01-21,2022-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,3,-28.445824899996296,2020-04-09,2020-04-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,30,22.05181088000245,2022-03-10,2022-05-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,33,-28.559204999999565,2022-05-06,2022-05-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,34,-43.33409957499862,2022-05-24,2022-10-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,4,-147.04042569999547,2020-04-17,2020-05-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,40,-5985.322951250004,2022-10-19,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,5,-245.0535662999955,2020-05-07,2020-06-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,6,-84.37914389999241,2020-06-04,2020-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,7,54.33971640000527,2020-07-10,2020-07-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,8,-138.05497560000003,2020-07-24,2020-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,9,-258.99372219999896,2020-08-11,2020-08-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_10_locked_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,10,222.96650420001242,2020-08-19,2020-09-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,11,-224.7162064999975,2020-09-22,2020-10-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,12,218.55017370000496,2020-10-19,2020-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,13,-9.638729699996475,2020-11-11,2020-11-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,14,-8.72095470000204,2020-11-25,2020-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,15,-100.10699949999253,2020-12-09,2021-01-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,16,-675.1356847999923,2021-01-19,2021-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,17,221.91406950001328,2021-02-22,2021-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,18,-365.0139925000003,2021-03-25,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,19,1.793480800006364,2021-04-20,2021-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,2,-366.6167453999951,2020-02-28,2020-04-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,20,24.557206000004953,2021-04-30,2021-05-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,21,-83.86839509999118,2021-05-17,2021-06-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,22,-34.9226899999976,2021-06-02,2021-06-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,23,-10.81353439999657,2021-06-15,2021-06-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,24,-555.8600652999812,2021-06-29,2021-09-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,25,-444.4806123999897,2021-09-14,2021-10-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,26,-82.78682049999952,2021-10-28,2021-11-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,27,-174.00096039999153,2021-11-17,2021-12-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,28,-96.22320459999537,2021-12-29,2022-01-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,29,-49.41897449999669,2022-01-21,2022-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,3,-28.445824900001753,2020-04-09,2020-04-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,30,-23.02493929999946,2022-03-07,2022-03-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,31,-162.53897039999538,2022-03-24,2022-04-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,32,-178.7436108999991,2022-04-19,2022-05-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,33,-28.559204999999565,2022-05-06,2022-05-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,34,-38.382550050000646,2022-05-24,2022-06-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,35,-87.12754469999527,2022-06-16,2022-07-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,36,-189.94081514999743,2022-07-29,2022-08-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,37,41.29679550000219,2022-08-12,2022-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,38,-58.6754801499992,2022-08-29,2022-09-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,39,-256.2110154499951,2022-09-13,2022-10-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,4,-147.0404256999973,2020-04-17,2020-05-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,40,202.96933655000612,2022-10-19,2022-11-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,41,-301.60534079999525,2022-11-18,2022-12-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,42,-26.25286469999628,2022-12-19,2023-01-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,43,-474.41631149999193,2023-01-06,2023-02-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,44,-213.06549029999223,2023-02-16,2023-03-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,45,-293.3482762499989,2023-03-28,2023-04-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,46,184.96744660001423,2023-04-13,2023-05-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,47,80.85923060000277,2023-05-11,2023-05-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,48,156.73029619999943,2023-05-19,2023-06-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,49,-26.78508989999682,2023-06-06,2023-06-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,5,-245.05356629999005,2020-05-07,2020-06-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,50,-432.5149365999969,2023-06-15,2023-07-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,51,-519.0150361499873,2023-07-12,2023-08-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,52,-363.22942049999256,2023-08-09,2023-09-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,53,-58.087633249975624,2023-09-05,2023-11-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,54,-509.2760165499949,2023-11-10,2023-12-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,55,137.59538913000688,2023-12-13,2024-01-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,56,327.7826794499997,2024-01-26,2024-02-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,57,535.0377955500044,2024-02-23,2024-03-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,58,1533.7998954000032,2024-03-13,2024-03-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,59,-85.17097179998382,2024-03-21,2024-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,6,-84.3791438999906,2020-06-04,2020-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,60,-434.5803616999983,2024-04-30,2024-05-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
